disease_name,disease_id
chronic monocytic leukemia,DOID:8593
degenerative disc disease,DOID:90
spondylosis,DOID:2247
Balkan nephropathy,DOID:3052
chromosomal deletion syndrome,DOID:0060388
angiomyolipoma,DOID:3314
acrofacial dysostosis Rodriguez type,DOID:0060383
chondrodysplasia Blomstrand type,DOID:0060387
Chilblain lupus,DOID:0060386
varicose veins,DOID:799
transitional meningioma,DOID:7213
meningothelial meningioma,DOID:7212
psammomatous meningioma,DOID:7210
congenital disorder of glycosylation type IIn,DOID:0070266
squamous cell carcinoma,DOID:1749
conjunctival squamous cell carcinoma,DOID:1748
crustacean allergy,DOID:0060524
ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,DOID:0090119
congenital amegakaryocytic thrombocytopenia,DOID:0090118
lipoid proteinosis,DOID:14498
Fabry disease,DOID:14499
PCWH syndrome,DOID:0090111
immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,DOID:0090110
RIDDLE syndrome,DOID:0090113
spinocerebellar ataxia type 1 with axonal neuropathy,
Wolman disease,DOID:14497
thiamine-responsive megaloblastic anemia syndrome,DOID:0090117
spondylocarpotarsal synostosis syndrome,DOID:0090116
congenital disorder of glycosylation type IIj,DOID:0070262
spinocerebellar ataxia type 2,DOID:0050955
hepatitis A,DOID:12549
dextrocardia,DOID:9565
benign ependymoma,DOID:4844
bronchiectasis,DOID:9563
primary ciliary dyskinesia,DOID:9562
sebaceous carcinoma,DOID:4840
Ehlers-Danlos syndrome classic type 1,DOID:14720
Ehlers-Danlos syndrome spondylodysplastic type 2,DOID:0050802
androgenic alopecia,DOID:0050801
creatine transporter deficiency,
Kahrizi syndrome,DOID:0050807
mucopolysaccharidosis IX,DOID:0050809
conjunctival cancer,DOID:5467
diabetic neuropathy,DOID:9743
biliary tract disease,DOID:9741
trigeminal neuralgia,DOID:12098
hemorrhoid,DOID:9746
type 1 diabetes mellitus,DOID:9744
progressive familial intrahepatic cholestasis,DOID:0070221
familial hyperinsulinemic hypoglycemia 5,DOID:0070220
autosomal recessive pyridoxine-refractory sideroblastic anemia 3,DOID:0080343
Simpson-Golabi-Behmel syndrome type 2,DOID:0080342
blepharocheilodontic syndrome 1,DOID:0080345
progressive familial intrahepatic cholestasis 4,DOID:0070224
intrahepatic cholestasis of pregnancy,DOID:0070227
progressive familial intrahepatic cholestasis 1,DOID:0070226
intrahepatic cholestasis of pregnancy 3,DOID:0070229
intrahepatic cholestasis of pregnancy 1,DOID:0070228
functional gastric disease,DOID:1159
developmental and epileptic encephalopathy 14,DOID:0080439
developmental and epileptic encephalopathy 5,DOID:0080438
chondrocalcinosis,DOID:1156
myelitis,DOID:322
tropical spastic paraparesis,DOID:321
vascular myelopathy,DOID:320
aortic valve disease 2,DOID:0080334
syringomyelia,DOID:327
central nervous system origin vertigo,DOID:2479
opportunistic mycosis,DOID:2473
hereditary spastic paraplegia,DOID:2476
motor peripheral neuropathy,DOID:2477
non-Langerhans-cell histiocytosis,DOID:4330
autosomal dominant nonsyndromic deafness 17,DOID:0110548
congenital myasthenic syndrome,DOID:3635
toxic diffuse goiter,DOID:10719
giardiasis,DOID:10718
adermatoglyphia,DOID:0111357
hydrolethalus syndrome 2,DOID:0111356
hydrolethalus syndrome 1,DOID:0111355
"arthrogryposis, renal dysfunction, and cholestasis 2",DOID:0111354
"arthrogryposis, renal dysfunction, and cholestasis 1",DOID:0111353
D-2-hydroxyglutaric aciduria 2,DOID:0111352
D-2-hydroxyglutaric aciduria 1,DOID:0111351
Laurin-Sandrow syndrome,DOID:0111350
large congenital melanocytic nevus,DOID:0111359
Floating-Harbor syndrome,DOID:0111358
Leber congenital amaurosis 12,DOID:0110080
arrhythmogenic right ventricular dysplasia 10,DOID:0110081
arrhythmogenic right ventricular dysplasia 11,DOID:0110082
arrhythmogenic right ventricular dysplasia 12,DOID:0110083
arrhythmogenic right ventricular dysplasia 13,DOID:0110084
asphyxiating thoracic dystrophy 2,DOID:0110086
asphyxiating thoracic dystrophy 3,DOID:0110087
asphyxiating thoracic dystrophy 4,DOID:0110088
asphyxiating thoracic dystrophy 5,DOID:0110089
cataract 18,DOID:0110238
cataract 42,DOID:0110237
autosomal recessive nonsyndromic deafness 98,DOID:0110540
autosomal dominant nonsyndromic deafness 11,DOID:0110543
autosomal dominant nonsyndromic deafness 10,DOID:0110542
familial adult myoclonic epilepsy,DOID:0111689
Ayme-Gripp syndrome,DOID:0111688
hereditary mixed polyposis syndrome,DOID:0111684
Potocki-Shaffer syndrome,DOID:0111687
hereditary mixed polyposis syndrome 2,DOID:0111686
glutamate-cysteine ligase deficiency,DOID:0111681
essential fructosuria,DOID:0111680
neurofibromatosis-Noonan syndrome,DOID:0111683
autosomal dominant sensory ataxia 1,DOID:0111170
autosomal dominant nonsyndromic deafness 15,DOID:0110546
embryonal carcinoma,DOID:3308
gonadoblastoma,DOID:3301
germinoma,DOID:3304
teratoma,DOID:3307
beta-mannosidosis,DOID:3633
fragile X syndrome,DOID:14261
oral candidiasis,DOID:14262
pulmonary valve insufficiency,DOID:14265
benign neonatal seizures,DOID:14264
sclerosing cholangitis,DOID:14268
hypersplenism,DOID:6376
cataract 6 multiple types,DOID:0110229
autosomal dominant nonsyndromic deafness 2A,DOID:0110558
autosomal dominant nonsyndromic deafness 27,DOID:0110556
autosomal dominant nonsyndromic deafness 28,DOID:0110557
autosomal dominant nonsyndromic deafness 25,DOID:0110555
autosomal dominant nonsyndromic deafness 22,DOID:0110552
autosomal dominant nonsyndromic deafness 23,DOID:0110553
autosomal dominant nonsyndromic deafness 20,DOID:0110550
glaucoma,DOID:1686
congenital heart disease,DOID:1682
sickle cell anemia,DOID:10923
pyelonephritis,DOID:11400
bullous keratopathy,DOID:11031
corneal edema,DOID:11030
junctional epidermolysis bullosa with pyloric atresia,DOID:0060733
torsion dystonia 1,DOID:0060730
congenital central hypoventilation syndrome,DOID:0060731
epidermolysis bullosa simplex Ogna type,DOID:0060736
junctional epidermolysis bullosa Herlitz type,DOID:0060737
epidermolysis bullosa simplex Dowling-Meara type,DOID:0060735
junctional epidermolysis bullosa non-Herlitz type,DOID:0060738
hand-foot-genital syndrome,DOID:0060739
drug dependence,DOID:9974
cocaine dependence,DOID:9975
obesity,DOID:9970
substance dependence,DOID:9973
multiple epiphyseal dysplasia due to collagen 9 anomaly,DOID:0070305
Alzheimer's disease 1,DOID:0080348
paranasal sinus benign neoplasm,DOID:1350
paranasal sinus disease,DOID:1352
sarcomatoid renal cell carcinoma,DOID:4473
pseudo-TORCH syndrome 1,DOID:0050656
Bannayan-Riley-Ruvalcaba syndrome,DOID:0050657
Baller-Gerold syndrome,DOID:0050654
hemophagocytic lymphohistiocytosis,DOID:0050120
familial atrial fibrillation,DOID:0050650
atrioventricular septal defect,DOID:0050651
Bart-Pumphrey syndrome,DOID:0050658
biotin-responsive basal ganglia disease,DOID:0050659
large intestine cancer,DOID:5672
colon cancer,DOID:219
dental caries,DOID:216
teeth hard tissue disease,DOID:214
lipodystrophy,DOID:811
septic arthritis,DOID:813
retinitis pigmentosa 43,DOID:0110379
pseudohypoaldosteronism,DOID:4479
Native American myopathy,DOID:0060346
lung benign neoplasm,DOID:3683
urethral stricture,DOID:1829
epilepsy,DOID:1826
idiopathic generalized epilepsy,DOID:1827
status epilepticus,DOID:1824
childhood absence epilepsy,DOID:1825
spinal muscular atrophy,DOID:12377
juvenile spinal muscular atrophy,DOID:12376
thyroid hormone resistance syndrome,DOID:11633
breast disease,DOID:3463
tubular aggregate myopathy 1,DOID:0080089
nonsyndromic congenital nail disorder 8,DOID:0080086
nonsyndromic congenital nail disorder 4,DOID:0080082
nonsyndromic congenital nail disorder 3,DOID:0080081
ring dermoid of cornea,DOID:0111548
aplasia of lacrimal and salivary glands,DOID:0111549
familial expansile osteolysis,DOID:0111542
juvenile polyposis-hereditary hemorrhagic telangiectasia syndrome,DOID:0111543
prolidase deficiency,DOID:0111540
pigmented paravenous chorioretinal atrophy,DOID:0111541
Currarino syndrome,DOID:0111546
retinal arterial tortuosity,DOID:0111547
Guttmacher syndrome,DOID:0111544
familial male-limited precocious puberty,DOID:0111545
epidermodysplasia verruciformis,DOID:13777
Addison's disease,DOID:13774
hereditary spastic paraplegia 10,DOID:0110763
hereditary spastic paraplegia 11,DOID:0110764
hereditary spastic paraplegia 13,DOID:0110766
hereditary spastic paraplegia 15,DOID:0110768
cold-induced sweating syndrome 3,DOID:0080331
staphyloenterotoxemia,DOID:96
essential thrombocythemia,DOID:2224
myeloproliferative neoplasm,DOID:2226
speech disorder,DOID:92
language disorder,DOID:93
platelet storage pool deficiency,DOID:2223
factor X deficiency,DOID:2222
factor XI deficiency,DOID:2229
thrombocytosis,DOID:2228
retinal cell cancer,DOID:771
carcinoma of supraglottis,DOID:7763
Coats disease,DOID:7765
tetralogy of Fallot,DOID:6419
autosomal dominant intellectual developmental disorder 3,DOID:0070033
pleural cancer,DOID:5158
choroid plexus papilloma,DOID:2626
gastrointestinal allergy,DOID:0060502
DiGeorge syndrome,DOID:11198
hypoparathyroidism,DOID:11199
syndactyly,DOID:11193
ureteral obstruction,DOID:5199
dissociated nystagmus,DOID:13174
cannabis abuse,DOID:9505
leukocyte disease,DOID:9500
spermatic cord torsion,DOID:11996
spermatocele,DOID:11997
trichorhinophalangeal syndrome type I,DOID:14743
Sotos syndrome,DOID:14748
methylmalonic acidemia,DOID:14749
gingival hypertrophy,DOID:5338
cyclic hematopoiesis,DOID:5339
spiradenoma,DOID:5444
dental pulp disease,DOID:5330
testicular granulosa cell tumor,DOID:5331
epulis,DOID:5337
autosomal dominant Emery-Dreifuss muscular dystrophy 2,DOID:0070247
cellulitis,DOID:3488
systemic mycosis,DOID:0050136
cutaneous mycosis,DOID:0050134
arterial tortuosity syndrome,DOID:0050645
esophageal atresia,DOID:10485
Hirschsprung's disease,DOID:10487
intestinal atresia,DOID:10486
diaphragm disease,DOID:10481
Arts syndrome,DOID:0050647
imperforate anus,DOID:10488
pericardium disease,DOID:0050829
artery disease,DOID:0050828
corneal deposit,DOID:11547
atrioventricular block,DOID:0050820
sinoatrial node disease,DOID:0050824
rheumatic heart disease,DOID:0050827
tricuspid valve disease,DOID:0050826
granular cell tumor,DOID:2411
primary coenzyme Q10 deficiency 7,DOID:0070244
epidermolysis bullosa acquisita,DOID:4313
smooth muscle tumor,DOID:4310
fetal akinesia deformation sequence syndrome 4,DOID:0111379
fetal akinesia deformation sequence syndrome 2,DOID:0111378
fetal akinesia deformation sequence syndrome,DOID:0111375
selective pituitary thyroid hormone resistance,DOID:0111374
fetal akinesia deformation sequence syndrome 1,DOID:0111377
fetal akinesia deformation sequence syndrome 3,DOID:0111376
isolated hyperchlorhidrosis,DOID:0111371
Partington syndrome,DOID:14744
familial progressive hyperpigmentation with or without hypopigmentation,DOID:0111373
acute intermittent porphyria,DOID:3890
insulinoma,DOID:3892
developmental and epileptic encephalopathy 50,DOID:0080419
developmental and epileptic encephalopathy 54,DOID:0080418
developmental and epileptic encephalopathy 23,DOID:0080415
myocardial infarction,DOID:5844
developmental and epileptic encephalopathy 38,DOID:0080417
developmental and epileptic encephalopathy 32,DOID:0080416
familial adenomatous polyposis 3,DOID:0080411
familial adenomatous polyposis 2,DOID:0080410
developmental and epileptic encephalopathy 18,DOID:0080413
osteopoikilosis,DOID:11991
parotitis,DOID:10301
primary coenzyme Q10 deficiency 5,DOID:0070242
systemic Epstein-Barr virus positive T-cell lymphoma of childhood,DOID:0070324
Prinzmetal angina,DOID:0111151
autosomal dominant isolated ectopia lentis 1,DOID:0111150
nervous system cancer,DOID:3093
autosomal recessive spinocerebellar ataxia 21,DOID:0111155
Castleman disease,DOID:0111157
spermatogenic failure 9,DOID:0111156
primary coenzyme Q10 deficiency 4,DOID:0070241
Peters plus syndrome,DOID:0080201
bacterial infectious disease,DOID:104
autosomal recessive nonsyndromic deafness 26,DOID:0110484
benign epilepsy with centrotemporal spikes,DOID:3329
temporal lobe epilepsy,DOID:3328
partial motor epilepsy,DOID:3327
purpura,DOID:3326
Sandhoff disease,DOID:3323
GM1 gangliosidosis,DOID:3322
GM2 gangliosidosis,DOID:3321
Tay-Sachs disease,DOID:3320
autosomal recessive nonsyndromic deafness 29,DOID:0110487
tonsil cancer,DOID:8858
autosomal recessive nonsyndromic deafness 23,DOID:0110481
autosomal recessive nonsyndromic deafness 24,DOID:0110482
alpha thalassemia-X-linked intellectual disability syndrome,DOID:0110030
autosomal recessive nonsyndromic deafness 25,DOID:0110483
autosomal dominant Alport syndrome,DOID:0110032
hereditary retinal dystrophy,DOID:8500
lupus erythematosus,DOID:8857
syndromic X-linked intellectual disability Hedera type,DOID:0060806
atrophic gastritis,DOID:8929
infancy electroclinical syndrome,DOID:0050703
Charcot-Marie-Tooth disease recessive intermediate D,DOID:0110203
Charcot-Marie-Tooth disease dominant intermediate D,DOID:0110200
learning disability,DOID:8927
red-green color blindness,DOID:13909
Charcot-Marie-Tooth disease X-linked dominant 6,DOID:0110207
Charcot-Marie-Tooth disease recessive intermediate B,DOID:0110204
skin melanoma,DOID:8923
duodenal gastrinoma,DOID:7959
Nijmegen breakage syndrome,DOID:7400
urinary bladder cancer,DOID:11054
immunodeficiency with hyper-IgM type 2,DOID:0060758
immunodeficiency with hyper IgM type 5,DOID:0060759
familial temporal lobe epilepsy 7,DOID:0060751
familial temporal lobe epilepsy 5,DOID:0060752
familial temporal lobe epilepsy 8,DOID:0060754
sclerosteosis 1,DOID:0060756
sclerosteosis 2,DOID:0060757
hypogonadotropic hypogonadism 1 with or without anosmia,DOID:0090094
hypogonadotropic hypogonadism 19 with or without anosmia,DOID:0090090
hypogonadotropic hypogonadism 23 with or without anosmia,DOID:0090091
hypogonadotropic hypogonadism 3 with or without anosmia,DOID:0090092
hypogonadotropic hypogonadism 21 with or without anosmia,DOID:0090093
hydrocephalus,DOID:10908
congenital dyserythropoietic anemia,DOID:1338
Diamond-Blackfan anemia,DOID:1339
calcinosis,DOID:182
ossifying fibroma,DOID:180
microcephaly,DOID:10907
motor neuron disease,DOID:231
lateral sclerosis,DOID:230
colonic benign neoplasm,DOID:235
colon adenocarcinoma,DOID:234
pupil disease,DOID:238
familial hyperlipidemia,DOID:1168
scotoma,DOID:9335
cutaneous mastocytosis,DOID:3663
wheat allergy,DOID:3660
mast cell neoplasm,DOID:3664
diffuse cutaneous mastocytosis,DOID:3665
intermittent claudication,DOID:3669
neuroendocrine carcinoma,DOID:1800
mononeuritis,DOID:1802
neuritis,DOID:1803
xeroderma pigmentosum group F,DOID:0110848
xeroderma pigmentosum group G,DOID:0110849
xeroderma pigmentosum group C,DOID:0110844
xeroderma pigmentosum group D,DOID:0110845
xeroderma pigmentosum group E,DOID:0110846
xeroderma pigmentosum variant type,DOID:0110847
Usher syndrome type 2D,DOID:0110840
Usher syndrome type 3A,DOID:0110841
Usher syndrome type 3B,DOID:0110842
xeroderma pigmentosum group A,DOID:0110843
alcoholic hepatitis,DOID:12351
hyperandrogenism,DOID:11613
polycystic ovary syndrome,DOID:11612
autosomal recessive spinocerebellar ataxia 17,DOID:0080064
carotid artery disease,DOID:3407
autosomal recessive spinocerebellar ataxia 20,DOID:0080066
histiocytosis,DOID:3405
autosomal recessive spinocerebellar ataxia 12,DOID:0080060
autosomal recessive spinocerebellar ataxia 2,DOID:0080061
autosomal recessive spinocerebellar ataxia 13,DOID:0080062
inappropriate ADH syndrome,DOID:3401
Charcot-Marie-Tooth disease type 6,DOID:0080068
hypertensive retinopathy,DOID:11561
complex regional pain syndrome,DOID:3223
mitochondrial DNA depletion syndrome,DOID:0070329
autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 3,DOID:0111520
autosomal dominant progressive external ophthalmoplegia 1,DOID:0111521
autosomal recessive progressive external ophthalmoplegia 1,DOID:0111522
autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 3,DOID:0111523
autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 5,DOID:0111524
autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 4,DOID:0111525
Mullerian aplasia and hyperandrogenism,DOID:0111526
spinal muscular atrophy with progressive myoclonic epilepsy,DOID:0111527
Naegeli-Franceschetti-Jadassohn syndrome,DOID:0111528
familial multiple nevi flammei,DOID:0111529
COVID-19,DOID:0080600
ankylosing spondylitis 1,DOID:0080603
anterior segment dysgenesis 1,DOID:0080606
anterior segment dysgenesis 3,DOID:0080608
anterior segment dysgenesis 4,DOID:0080609
glycogen storage disease VIII,DOID:2751
glycogen storage disease IV,DOID:2750
glycogen storage disease II,DOID:2752
Mycobacterium avium complex disease,DOID:2755
glycogen storage disease VI,DOID:2754
diaphragmatic eventration,DOID:10480
neuromuscular junction disease,DOID:439
autoimmune disease of the nervous system,DOID:438
myofascial pain syndrome,DOID:431
myasthenia gravis,DOID:437
peptic ulcer disease,DOID:750
situs inversus,DOID:758
gliomatosis cerebri,DOID:6128
endocardium disease,DOID:0050825
conduct disorder,DOID:12995
foodborne botulism,DOID:0050352
Char syndrome,DOID:0060563
lethal congenital contracture syndrome 2,DOID:0060560
Ritscher-Schinzel syndrome,DOID:0060565
spinal disease,DOID:0060564
hypertrichotic osteochondrodysplasia Cantu type,DOID:0060569
pulmonary hypertension,DOID:6432
juvenile glaucoma,DOID:1068
paronychia,DOID:13117
Bell's palsy,DOID:12506
hereditary sensory and autonomic neuropathy type 7,DOID:0070149
Saethre-Chotzen syndrome,DOID:14768
Laron syndrome,DOID:9521
refractive error,DOID:9835
hyperopia,DOID:9834
hypertropia,DOID:9837
Larsen syndrome,DOID:14764
renal agenesis,DOID:14766
interstitial nephritis,DOID:1063
autosomal recessive cutis laxa type III,DOID:0070143
myofibrillar myopathy 4,DOID:0080095
extrapulmonary tuberculosis,DOID:0050598
tooth agenesis,DOID:0050591
severe congenital neutropenia,DOID:0050590
primary congenital glaucoma,DOID:0050593
asphyxiating thoracic dystrophy,DOID:0050592
glycogen storage disease IX,DOID:0050594
intestinal schistosomiasis,DOID:0050597
osteogenesis imperfecta type 15,DOID:0110347
osteogenesis imperfecta type 10,DOID:0110346
osteogenesis imperfecta type 16,DOID:0110345
osteogenesis imperfecta type 5,DOID:0110344
osteogenesis imperfecta type 14,DOID:0110343
osteogenesis imperfecta type 13,DOID:0110342
osteogenesis imperfecta type 2,DOID:0110341
osteogenesis imperfecta type 4,DOID:0110340
prion disease,DOID:649
membranoproliferative glomerulonephritis,DOID:2920
glomerulonephritis,DOID:2921
Klippel-Trenaunay syndrome,DOID:2926
glomus tumor,DOID:2431
dermis tumor,DOID:2438
apolipoprotein C-III deficiency,DOID:0111370
Schnitzler syndrome,DOID:4371
peanut allergy,DOID:4378
idiopathic generalized epilepsy 12,DOID:0111313
idiopathic generalized epilepsy 11,DOID:0111312
idiopathic generalized epilepsy 15,DOID:0111316
idiopathic generalized epilepsy 14,DOID:0111315
idiopathic generalized epilepsy 13,DOID:0111314
Becker muscular dystrophy,DOID:9883
peroxisome biogenesis disorder 4A,DOID:0080479
peroxisome biogenesis disorder 3A,DOID:0080478
developmental delay and seizures with or without movement abnormalities,DOID:0080473
developmental and epileptic encephalopathy 92,DOID:0080471
developmental and epileptic encephalopathy 36,DOID:0080470
peroxisome biogenesis disorder 2A,DOID:0080477
peroxisome biogenesis disorder 1A,DOID:0080476
psoriasis 2,DOID:0080475
pustular psoriasis 14,DOID:0080474
developmental and epileptic encephalopathy 15,DOID:0080414
familial adenomatous polyposis 4,DOID:0080412
choroiditis,DOID:11406
osteosarcoma,DOID:3347
osteitis fibrosa,DOID:3341
glycoproteinosis,DOID:3343
complete generalized lipodystrophy,DOID:0080298
Coffin-Siris syndrome 6,DOID:0080297
hypomyelinating leukodystrophy 14,DOID:0080296
short-rib thoracic dysplasia 19 with or without polydactyly,DOID:0080295
Charcot-Marie-Tooth disease dominant intermediate G,DOID:0080294
short-rib thoracic dysplasia 18 with polydactyly,DOID:0080293
retinitis pigmentosa 81,DOID:0080292
developmental and epileptic encephalopathy 59,DOID:0080291
familial erythrocytosis 5,DOID:0080290
hereditary night blindness,DOID:8498
night blindness,DOID:8499
Alzheimer's disease 3,DOID:0110042
gynecomastia,DOID:12698
oligospermia,DOID:14228
azoospermia,DOID:14227
abdominal obesity-metabolic syndrome 1,DOID:14221
ochronosis,DOID:14223
lacrimal duct obstruction,DOID:13929
eosinophilic esophagitis,DOID:13922
autosomal dominant nonsyndromic deafness 70,DOID:0110592
autosomal dominant nonsyndromic deafness 9,DOID:0110593
autosomal dominant nonsyndromic deafness 69,DOID:0110590
cataract 19 multiple types,DOID:0110263
primary ciliary dyskinesia 1,DOID:0110594
Stromme syndrome,DOID:0110595
cataract 22 multiple types,DOID:0110268
cataract 3 multiple types,DOID:0110269
primary ciliary dyskinesia 14,DOID:0110598
primary ciliary dyskinesia 3,DOID:0110599
anthrax disease,DOID:7427
brucellosis,DOID:11077
nephronophthisis 1,DOID:0111112
congenital diarrhea 5 with tufting enteropathy,DOID:0060776
congenital secretory sodium diarrhea 8,DOID:0060777
congenital diarrhea,DOID:0060774
microvillus inclusion disease,DOID:0060775
multiple types of congenital heart defects 6,DOID:0060772
cleft lip-palate-ectodermal dysplasia syndrome,DOID:0060773
Joubert syndrome 23,DOID:0110992
congenital diarrhea 7 with exudative enteropathy,DOID:0060778
congenital malabsorptive diarrhea 4,DOID:0060779
SADDAN,DOID:0111158
Joubert syndrome 24,DOID:0110993
familial melanoma,DOID:6846
focal segmental glomerulosclerosis,DOID:1312
congenital mirror movement disorder,DOID:0111153
germ cell and embryonal cancer,DOID:3095
postural orthostatic tachycardia syndrome,DOID:0111154
autoimmune polyendocrine syndrome type 2,DOID:0050168
cutaneous lupus erythematosus,DOID:0050169
hereditary spastic paraplegia 12,DOID:0110765
autoimmune polyendocrine syndrome type 1,DOID:0050167
purine nucleoside phosphorylase deficiency,DOID:5813
MHC class II deficiency,DOID:5812
adenosine deaminase deficiency,DOID:5810
hemangioma,DOID:255
pyruvate decarboxylase deficiency,DOID:3649
pancreatitis,DOID:4989
tarsal-carpal coalition syndrome,DOID:0050789
iridogoniodysgenesis syndrome,DOID:0050786
Ogden syndrome,DOID:0050781
necrosis of pituitary,DOID:3646
secondary progressive multiple sclerosis,DOID:0050783
Nager acrofacial dysostosis,DOID:5768
congenital stationary night blindness 1D,DOID:0110868
congenital stationary night blindness autosomal dominant 1,DOID:0110862
congenital stationary night blindness autosomal dominant 2,DOID:0110863
polycystic kidney disease 3,DOID:0110860
autosomal recessive polycystic kidney disease,DOID:0110861
congenital stationary night blindness 1C,DOID:0110867
congenital stationary night blindness 1F,DOID:0110864
congenital stationary night blindness 1B,DOID:0110865
varicocele,DOID:12337
male infertility,DOID:12336
biliary dyskinesia,DOID:4140
intraorbital meningioma,DOID:4141
inclusion body myositis,DOID:3429
vestibular disease,DOID:3426
Klippel-Feil syndrome 2,DOID:0080590
achondrogenesis,DOID:0080043
hypochondroplasia,DOID:0080041
Stickler syndrome,DOID:0080046
pseudoachondroplasia,DOID:0080047
hypochondrogenesis,DOID:0080044
Kniest dysplasia,DOID:0080045
Kleefstra syndrome 2,DOID:0080598
spinal chordoma,DOID:4153
acromesomelic dysplasia,DOID:0080049
Joubert syndrome 4,DOID:0110999
alopecia-mental retardation syndrome 1,DOID:0080628
corticosterone methyloxidase deficiency 1,DOID:0080626
Heimler syndrome 2,DOID:0080624
severe congenital neutropenia 1,DOID:0080625
peroxisome biogenesis disorder 2B,DOID:0080622
Heimler syndrome 1,DOID:0080623
familial glucocorticoid deficiency,DOID:0080620
glucocorticoid deficiency 1,DOID:0080621
glottis carcinoma,DOID:2599
laryngeal benign neoplasm,DOID:2598
familial nephrotic syndrome,DOID:2590
glottis cancer,DOID:2595
hepatitis,DOID:2237
prothrombin deficiency,DOID:2235
contact dermatitis,DOID:2773
autoimmune disease,DOID:417
scleroderma,DOID:419
systemic scleroderma,DOID:418
Bernard-Soulier syndrome type A2,DOID:0111059
Torrance type platyspondylic dysplasia,DOID:0111508
autonomic nervous system disease,DOID:11465
palmoplantar keratoderma-esophageal carcinoma syndrome,DOID:0111506
Lenz-Majewski hyperostotic dwarfism,DOID:0111507
Li-Fraumeni syndrome 2,DOID:0111504
palmoplantar keratoderma-deafness syndrome,DOID:0111505
combined oxidative phosphorylation deficiency 6,DOID:0111502
Li-Fraumeni syndrome 1,DOID:0111503
combined oxidative phosphorylation deficiency 23,DOID:0111500
combined oxidative phosphorylation deficiency 29,DOID:0111501
mood disorder,DOID:3324
congenital myasthenic syndrome 4C,DOID:0110679
congenital myasthenic syndrome 4A,DOID:0110678
myeloid sarcoma,DOID:8683
congenital myasthenic syndrome 17,DOID:0110674
congenital myasthenic syndrome 19,DOID:0110673
congenital myasthenic syndrome 21,DOID:0110672
congenital myasthenic syndrome 9,DOID:0110670
hypoglycemia,DOID:9993
progressive myoclonus epilepsy,DOID:891
congenital myasthenic syndrome 2A,DOID:0110681
Wilson disease,DOID:893
cardiovascular organ benign neoplasm,DOID:0060091
central nervous system benign neoplasm,DOID:0060090
uterine benign neoplasm,DOID:0060095
bone benign neoplasm,DOID:0060094
musculoskeletal system benign neoplasm,DOID:0060099
Angelman syndrome,DOID:1932
Rubinstein-Taybi syndrome,DOID:1933
Bardet-Biedl syndrome,DOID:1935
Cowden syndrome,DOID:6457
plexiform neurofibroma,DOID:5151
esophageal carcinoma,DOID:1107
acute proliferative glomerulonephritis,DOID:13138
glossitis,DOID:1456
KBG syndrome,DOID:14780
olivopontocerebellar atrophy,DOID:14784
polyarteritis nodosa,DOID:9810
spondyloepiphyseal dysplasia congenita,DOID:14789
Barber-Say syndrome,DOID:0060549
Van der Woude syndrome,DOID:0060239
Van Maldergem syndrome,DOID:0060238
Warburg micro syndrome,DOID:0060237
xanthinuria,DOID:0060236
carnitine palmitoyltransferase II deficiency,DOID:0060235
Carpenter syndrome,DOID:0060234
cardiofaciocutaneous syndrome,DOID:0060233
branchiootic syndrome,DOID:0060232
Bruck syndrome,DOID:0060231
Hermansky-Pudlak syndrome 8,DOID:0060546
hereditary elliptocytosis,DOID:2373
pilomatrixoma,DOID:5374
hemoglobin D disease,DOID:5378
hemoglobin E disease,DOID:5379
thrombocytopenia due to platelet alloimmunization,DOID:1587
cranioectodermal dysplasia,DOID:0050577
Senior-Loken syndrome,DOID:0050576
D-2-hydroxyglutaric aciduria,DOID:0050575
L-2-hydroxyglutaric aciduria,DOID:0050574
2-hydroxyglutaric aciduria,DOID:0050573
cone-rod dystrophy,DOID:0050572
congenital disorder of glycosylation type II,DOID:0050571
congenital disorder of glycosylation type I,DOID:0050570
glycogen storage disease XV,DOID:0050579
occult macular dystrophy,DOID:0050578
leiomyoma cutis,DOID:5132
X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome,DOID:0060828
mitochondrial DNA depletion syndrome 12b,DOID:0080335
leiomyomatosis,DOID:5138
mitochondrial DNA depletion syndrome 15,DOID:0080337
autosomal dominant Emery-Dreifuss muscular dystrophy 5,DOID:0070250
synovial sarcoma,DOID:5485
amelanotic melanoma,DOID:4359
autosomal dominant Emery-Dreifuss muscular dystrophy 7,DOID:0070252
sea-blue histiocytosis,DOID:4423
congenital disorder of glycosylation type IIa,DOID:0070253
juvenile xanthogranuloma,DOID:4424
adrenal medulla cancer,DOID:5719
intellectual disability-severe speech delay-mild dysmorphism syndrome,DOID:0111331
combined saposin deficiency,DOID:0111330
early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,DOID:0111333
Pitt-Hopkins-like syndrome 2,DOID:0111332
myopathy with extrapyramidal signs,DOID:0111335
congenital leptin deficiency,DOID:0111334
Jackson-Weiss syndrome,DOID:0111337
craniofacial-deafness-hand syndrome,DOID:0111336
Vohwinkel syndrome,DOID:0111339
